seller_city,period,sales,freight_value,total_sales,quantity,volume,baskets
pedreira,2017-02-01,815.81,277.6,1093.41,14,43.55,12
pedreira,2017-03-01,1796.28,574.33,2370.61,31,126.915,25
pedreira,2017-04-01,3223.21,909.91,4133.12,51,208.9,42
pedreira,2017-05-01,2057.6,699.57,2757.17,33,201.872,29
pedreira,2017-06-01,1770.18,608.9,2379.08,38,165.95,29
pedreira,2017-07-01,2135.93,610.86,2746.79,32,191.95,27
pedreira,2017-08-01,2510,786.87,3296.87,43,155.85,41
pedreira,2017-09-01,1387.05,428.86,1815.91,22,102.542,17
pedreira,2017-10-01,4100.03,1152.41,5252.44,61,273.1,54
pedreira,2017-11-01,3009.73,843.33,3853.06,42,179.7,37
pedreira,2017-12-01,3381.8,1137.14,4518.94,59,243.2,58
pedreira,2018-01-01,3024.99,1138.29,4163.28,54,194.1,48
pedreira,2018-02-01,2354.08,795.91,3149.99,37,183.8,36
pedreira,2018-03-01,2892.66,1090.39,3983.05,46,302.289,43
pedreira,2018-04-01,2099.46,851.72,2951.18,35,185.3,30
pedreira,2018-05-01,2486.93,935.33,3422.26,37,179.5,30
pedreira,2018-06-01,1888.48,747.8,2636.28,34,150.7,33
pedreira,2018-07-01,1725.54,658.37,2383.91,33,119.15,29
pedrinhas paulista,2018-03-01,31,18.23,49.23,1,0.26,1
pedrinhas paulista,2018-04-01,164.74,26.09,190.83,2,0.935,2
pedro leopoldo,2017-09-01,92.8,31.03,123.83,2,0.72,2
pedro leopoldo,2017-11-01,89.9,17.07,106.97,1,0.75,1
pelotas,2017-01-01,54,27.01,81.01,2,0.8,2
pelotas,2017-02-01,162,113.88,275.88,6,2.4,3
pelotas,2017-03-01,54,32.1,86.1,2,0.8,2
pelotas,2017-04-01,13.9,17.92,31.82,1,0.7,1
pelotas,2017-05-01,27,12.48,39.48,1,0.4,1
pelotas,2018-04-01,20,29.69,49.69,1,0.2,1
penapolis,2017-02-01,594.6,77.25,671.85,4,6.375,4
penapolis,2017-03-01,834,222.64,1056.64,10,12.675,8
penapolis,2017-04-01,693.34,114.09,807.43,5,6.575,5
penapolis,2017-05-01,1387.9,256.08,1643.98,13,16,11
penapolis,2017-06-01,1100.21,301.37,1401.58,14,36.675,14
penapolis,2017-07-01,1603,336.24,1939.24,20,94.25,20
penapolis,2017-08-01,1565,359.02,1924.02,20,56.466,18
penapolis,2017-09-01,2508.02,527.25,3035.27,29,92.165,27
penapolis,2017-10-01,4038,916.7,4954.7,42,138.498,40
penapolis,2017-11-01,3267.2,509.7,3776.9,28,89.45,28
penapolis,2017-12-01,3758.26,697.98,4456.24,33,128.292,28
penapolis,2018-01-01,3916.3,842.7,4759,37,187.386,37
penapolis,2018-02-01,6316.9,1065.72,7382.62,47,165.466,47
penapolis,2018-03-01,3240.69,802.85,4043.54,38,158.5,38
penapolis,2018-04-01,4950,834.8,5784.8,42,160.775,42
penapolis,2018-05-01,2169.9,729.95,2899.85,24,81.45,24
penapolis,2018-06-01,4626.9,722.69,5349.59,25,79.05,25
penapolis,2018-07-01,1749.5,393.81,2143.31,16,55.208,16
petropolis,2016-09-01,5797.1,501.13,6298.23,29,14.458,27
petropolis,2016-12-01,4697.8,544.86,5242.66,32,23.359,28
petropolis,2017-01-01,7818.3,784.56,8602.86,47,33.179,43
petropolis,2017-02-01,8607.1,768.99,9376.09,43,27.986,43
petropolis,2017-03-01,12576.8,892.3,13469.1,53,24.465,49
petropolis,2017-04-01,1837.5,222.16,2059.66,15,12.043,12
petropolis,2017-05-01,1671.9,327.89,1999.79,23,19.919,20
petropolis,2017-06-01,490.3,148.78,639.08,9,6.762,9
petropolis,2017-07-01,1117.2,163.23,1280.43,9,4.349,8
petropolis,2017-08-01,3266.2,273.43,3539.63,18,13.141,18
petropolis,2017-09-01,2252.8,273.63,2526.43,16,11.283,16
petropolis,2017-10-01,9593.8,1297.78,10891.58,74,41.366,66
petropolis,2017-11-01,7560.2,943.47,8503.67,56,34.367,54
petropolis,2017-12-01,6997.4,1048.04,8045.44,66,38.878,64
petropolis,2018-01-01,7378.6,1266.96,8645.56,84,36.385,74
petropolis,2018-02-01,7309,1362.94,8671.94,71,31.864,64
petropolis,2018-03-01,3089.1,569.13,3658.23,29,10.551,23
petropolis,2018-04-01,5774,691.53,6465.53,40,29.389,37
petropolis,2018-05-01,9162.8,1196.96,10359.76,53,43.1,51
petropolis,2018-06-01,5112.7,627.7,5740.4,33,22.979,33
petropolis,2018-07-01,5539.2,780.97,6320.17,40,26.737,37
picarras,2018-06-01,531,95.69,626.69,3,1.55,3
picarras,2018-07-01,228,53.95,281.95,1,0.7,1
pilar do sul,2017-08-01,109,13.78,122.78,1,1.575,1
pilar do sul,2017-09-01,59.9,12.76,72.66,1,1.225,1
pilar do sul,2017-10-01,359.4,92.97,452.37,6,7.35,6
pilar do sul,2017-11-01,253.9,34.79,288.69,2,2.225,2
pilar do sul,2017-12-01,543.4,85.02,628.42,6,4.925,6
pilar do sul,2018-01-01,205,13.77,218.77,1,1,1
pilar do sul,2018-02-01,189.9,28.78,218.68,2,2.275,2
pilar do sul,2018-03-01,30,14.44,44.44,1,1.815,1
pilar do sul,2018-04-01,430,15.45,445.45,1,0.35,1
pilar do sul,2018-06-01,253.9,36.73,290.63,2,2.288,2
pilar do sul,2018-07-01,637.9,80.9,718.8,3,2.538,3
pinhais,2016-09-01,39.99,24.84,64.83,1,0.55,1
pinhais,2016-12-01,1455.29,289.56,1744.85,11,61.05,11
pinhais,2017-01-01,1956.04,375.53,2331.57,9,100.6,8
pinhais,2017-02-01,2719.69,461.58,3181.27,9,94.75,9
pinhais,2017-03-01,1245.35,385.33,1630.68,9,59.1,9
pinhais,2017-04-01,125.85,71.95,197.8,2,5.8,2
pinhais,2017-05-01,1229.45,312.31,1541.76,11,72.517,9
pinhais,2017-06-01,1519.88,218.59,1738.47,9,31.9,9
pinhais,2017-07-01,750.69,197.64,948.33,7,11.163,7
pinhais,2017-08-01,1099.87,253.82,1353.69,11,23.85,11
pinhais,2017-09-01,1667.19,424.38,2091.57,15,29.263,14
pinhais,2017-10-01,796.36,229.61,1025.97,9,24.5,9
pinhais,2017-11-01,687.52,208.2,895.72,8,15.4,8
pinhais,2017-12-01,616.03,121.76,737.79,5,15.8,5
pinhais,2018-01-01,900.16,248.27,1148.43,8,31.775,8
pinhais,2018-02-01,1475.37,276.03,1751.4,10,36.1,9
pinhais,2018-03-01,390.06,134.68,524.74,8,10.3,7
pinhais,2018-04-01,2961.33,413.49,3374.82,10,77.35,10
pinhais,2018-05-01,160.54,60.57,221.11,3,2.75,3
pinhais,2018-06-01,987.77,183.98,1171.75,10,11.85,10
pinhais,2018-07-01,49.6,27.02,76.62,2,0.7,1
pinhais/pr,2018-06-01,389,33.59,422.59,1,2.6,1
pinhais/pr,2018-07-01,600.74,75,675.74,3,2.25,1
pinhalao,2018-02-01,252.59,61.58,314.17,4,4.805,4
pinhalao,2018-03-01,86.5,23.19,109.69,1,1.19,1
pinhalao,2018-04-01,185.3,60.83,246.13,3,2.94,3
pinhalao,2018-05-01,173,50.97,223.97,2,2.38,2
pinhalao,2018-06-01,67.8,23.28,91.08,1,1.178,1
pinhalzinho,2017-01-01,18.9,10.96,29.86,1,0.3,1
pinhalzinho,2017-02-01,43.8,25.48,69.28,2,0.5,2
pinhalzinho,2018-03-01,123.9,64.41,188.31,1,2.3,1
pinhalzinho,2018-07-01,54.9,19.57,74.47,1,1,1
piracanjuba,2018-01-01,437.7,85.38,523.08,3,12.15,3
piracanjuba,2018-02-01,145.9,20.27,166.17,1,4.05,1
piracanjuba,2018-03-01,551.6,224.88,776.48,4,16.5,4
piracicaba,2016-12-01,183.29,25.77,209.06,1,1.225,1
piracicaba,2017-01-01,6781.17,907.7,7688.87,46,98.883,38
piracicaba,2017-02-01,8063.82,1178.96,9242.78,68,125.139,58
piracicaba,2017-03-01,5018.91,693.45,5712.36,40,62.623,36
piracicaba,2017-04-01,8527.38,1085.67,9613.05,59,85.344,55
piracicaba,2017-05-01,5786.72,861.5,6648.22,51,70.08,43
piracicaba,2017-06-01,10471.34,1622.42,12093.76,80,139.981,62
piracicaba,2017-07-01,7334.35,832.11,8166.46,45,73.231,41
piracicaba,2017-08-01,10213.23,1834.4,12047.63,87,120.376,72
piracicaba,2017-09-01,11779.98,1590.6,13370.58,90,127.879,73
piracicaba,2017-10-01,15973.15,2199.33,18172.48,145,174.557,126
piracicaba,2017-11-01,16930.14,2696.52,19626.66,166,218.11,143
piracicaba,2017-12-01,22260.91,3140.6,25401.51,213,285.015,181
piracicaba,2018-01-01,11495.45,1827.05,13322.5,124,137.323,112
piracicaba,2018-02-01,15971.48,2386.37,18357.85,137,164.26,120
piracicaba,2018-03-01,15601.48,2609.85,18211.33,162,200.872,134
piracicaba,2018-04-01,16487.67,2155.4,18643.07,134,194.541,114
piracicaba,2018-05-01,9092.53,1285.23,10377.76,93,116.25,78
piracicaba,2018-06-01,7953.58,1435.09,9388.67,88,79.007,71
piracicaba,2018-07-01,6751.24,1128.55,7879.79,74,69.283,68
pirassununga,2018-02-01,79.9,22.19,102.09,1,3.5,1
pirituba,2017-03-01,109.9,20.85,130.75,1,2.35,1
pirituba,2017-04-01,289.7,64.88,354.58,3,3.1,3
pirituba,2017-06-01,199.8,53.34,253.14,2,3.5,2
pirituba,2017-07-01,579.5,112.55,692.05,5,5.5,5
pirituba,2017-08-01,885.3,135.91,1021.21,7,16.85,7
pirituba,2017-09-01,708.3,143.74,852.04,8,7.6,8
pirituba,2017-10-01,1249,223.61,1472.61,10,20.15,9
pirituba,2017-11-01,1978.5,298.34,2276.84,15,29.5,13
pirituba,2017-12-01,2957.5,520.29,3477.79,25,44,22
pirituba,2018-01-01,2547.9,361.19,2909.09,21,41.85,18
pirituba,2018-02-01,1526.8,260.92,1787.72,14,29.025,12
pirituba,2018-03-01,1179,225.07,1404.07,10,15.9,9
pirituba,2018-04-01,1588,234.82,1822.82,11,21.15,9
pirituba,2018-05-01,2594.4,475.62,3070.02,16,37.55,10
pirituba,2018-06-01,2284.2,529.99,2814.19,18,31.9,16
pirituba,2018-07-01,1035.1,175.99,1211.09,9,17.45,9
pitanga,2017-03-01,154.19,15.25,169.44,1,6.2,1
pitanga,2017-04-01,139.9,16.74,156.64,1,0.675,1
pitanga,2018-04-01,439.9,74.56,514.46,3,4.525,3
pitanga,2018-05-01,544.7,142.12,686.82,6,10.85,5
pitanga,2018-06-01,119.8,27.79,147.59,1,1.925,1
pitanga,2018-07-01,183.8,46.33,230.13,2,2.1,2
pitangueiras,2018-05-01,79.39,14.14,93.53,1,0.271,1
poa,2017-02-01,149.7,66.84,216.54,3,3.1,2
poa,2017-03-01,79.8,38.1,117.9,2,2,1
poa,2017-05-01,292.29,105.71,398,8,7.15,6
poa,2017-06-01,519.1,155.67,674.77,9,15.15,8
poa,2017-07-01,185.6,58.04,243.64,4,6.1,4
poa,2017-08-01,834.39,296.43,1130.82,19,23.95,15
poa,2017-09-01,340.67,131.26,471.93,7,24.9,5
poa,2017-10-01,642.14,229.76,871.9,14,32.05,11
poa,2017-11-01,536.35,181.01,717.36,11,28.25,8
poa,2017-12-01,1502.6,408.16,1910.76,24,48,22
poa,2018-01-01,713.9,158.85,872.75,12,23.45,12
poa,2018-02-01,709.2,282.41,991.61,17,19,13
poa,2018-03-01,616.3,169.39,785.69,10,18.55,10
poa,2018-04-01,815.8,305.93,1121.73,15,27.6,12
poa,2018-05-01,490.4,128.92,619.32,8,13.65,7
poa,2018-07-01,97.8,22.73,120.53,2,2.6,2
pocos de caldas,2017-02-01,203.97,71.22,275.19,3,18.5,2
pocos de caldas,2017-03-01,229.83,145.74,375.57,8,37.325,3
pocos de caldas,2017-04-01,94.7,87.95,182.65,3,9.975,2
pocos de caldas,2017-05-01,162.79,55.24,218.03,3,10.7,3
pocos de caldas,2017-06-01,512.57,170.46,683.03,7,31.1,5
pocos de caldas,2017-07-01,237.6,105.92,343.52,6,18.4,5
pocos de caldas,2017-08-01,257.18,118.52,375.7,6,16.1,6
pocos de caldas,2017-09-01,499.18,189.29,688.47,10,20.5,6
pocos de caldas,2017-10-01,1335.17,200.67,1535.84,12,19.55,9
pocos de caldas,2017-11-01,1108.38,406.79,1515.17,20,45.575,17
pocos de caldas,2017-12-01,543.26,191.81,735.07,11,21.75,8
pocos de caldas,2018-01-01,393.7,148.47,542.17,9,5.525,8
pocos de caldas,2018-02-01,297.5,100.81,398.31,5,2.15,4
pocos de caldas,2018-03-01,294.48,164.58,459.06,7,13.45,3
pocos de caldas,2018-04-01,282.8,38.64,321.44,2,2.45,2
pocos de caldas,2018-06-01,118.89,52.73,171.62,3,6.85,3
pocos de caldas,2018-07-01,334.99,100.15,435.14,5,5.752,5
pompeia,2016-09-01,99.98,29.18,129.16,2,10.8,1
pompeia,2017-07-01,594,41.19,635.19,3,3.9,1
pompeia,2017-09-01,510,38.08,548.08,2,12.4,1
pompeia,2017-10-01,495,30.85,525.85,1,4.55,1
pompeia,2017-11-01,495,28.31,523.31,1,4.55,1
pompeia,2017-12-01,2580,162.88,2742.88,9,25.5,6
pompeia,2018-01-01,198,18.64,216.64,1,1.3,1
pompeia,2018-02-01,820,42.41,862.41,2,5.2,2
pompeia,2018-03-01,510,48.74,558.74,2,12.4,1
pompeia,2018-04-01,429,43.21,472.21,2,8.8,2
pompeia,2018-05-01,478,166.18,644.18,3,8.492,3
pompeia,2018-06-01,1058.9,157.57,1216.47,4,12.55,4
pompeia,2018-07-01,44,23.11,67.11,1,1.9,1
ponta grossa,2017-01-01,39.8,58.08,97.88,2,0.4,2
ponta grossa,2017-02-01,344.6,63.95,408.55,4,2.6,4
ponta grossa,2017-03-01,169.8,38.18,207.98,2,3.2,2
ponta grossa,2017-09-01,265,60.86,325.86,1,13.4,1
ponta grossa,2017-10-01,750.8,99.69,850.49,4,33.1,4
ponta grossa,2017-12-01,178.98,50.71,229.69,3,1.537,2
ponta grossa,2018-01-01,46.63,15.1,61.73,1,0.35,1
ponta grossa,2018-03-01,50,19.32,69.32,1,0.3,1
ponta grossa,2018-04-01,155,29,184,2,0.825,2
ponta grossa,2018-07-01,137.9,49.73,187.63,3,1.05,3
ponte nova,2017-03-01,939.6,82.2,1021.8,4,6.75,4
ponte nova,2017-04-01,544.3,160.78,705.08,7,9.1,7
ponte nova,2017-06-01,409.6,64.55,474.15,4,9.15,4
ponte nova,2017-07-01,699.2,152.09,851.29,8,12.55,8
ponte nova,2017-08-01,419.4,94.76,514.16,6,4.8,6
ponte nova,2017-09-01,818.9,193.89,1012.79,11,10.592,10
ponte nova,2017-10-01,1478,350.33,1828.33,20,19.6,19
ponte nova,2018-01-01,139.8,32.5,172.3,2,1.85,2
ponte nova,2018-02-01,629.3,155,784.3,7,11.496,7
ponte nova,2018-03-01,482.5,135.66,618.16,5,10.065,5
ponte nova,2018-04-01,859.5,171.56,1031.06,5,11.7,5
ponte nova,2018-05-01,1139.1,254.5,1393.6,9,14.775,9
ponte nova,2018-06-01,539.4,121.54,660.94,6,9.475,5
ponte nova,2018-07-01,379.7,75,454.7,3,5.075,3
portao,2017-10-01,313.98,58.02,372,4,3.9,2
portao,2017-11-01,296,53.56,349.56,4,4.35,2
portao,2017-12-01,356,67.48,423.48,4,4.2,2
portao,2018-02-01,225,52.72,277.72,3,2.8,2
portao,2018-03-01,192,74.31,266.31,3,3.8,3
portao,2018-04-01,69,16.45,85.45,1,0.7,1
portao,2018-05-01,50,48.43,98.43,2,3.7,2
portao,2018-06-01,541,200.31,741.31,7,6,1
porto alegre,2016-12-01,555.89,145.41,701.3,9,3.9,5
porto alegre,2017-01-01,1194.49,420.39,1614.88,21,10.987,20
porto alegre,2017-02-01,3069.79,890.04,3959.83,38,41.668,35
porto alegre,2017-03-01,1690.6,426.72,2117.32,22,19.526,20
porto alegre,2017-04-01,4401.94,926.04,5327.98,39,50.152,37
porto alegre,2017-05-01,2146.43,544.93,2691.36,29,26.035,26
porto alegre,2017-06-01,3642.13,786.93,4429.06,37,44.525,35
porto alegre,2017-07-01,6088.3,1180.13,7268.43,52,59.029,47
porto alegre,2017-08-01,4653.6,867.06,5520.66,42,49.652,39
porto alegre,2017-09-01,7410.44,870.01,8280.45,43,58.16,36
porto alegre,2017-10-01,14548.21,1352.04,15900.25,66,92.152,56
porto alegre,2017-11-01,5213.62,982.35,6195.97,53,48.898,49
porto alegre,2017-12-01,5412.37,738.7,6151.07,39,39.311,32
porto alegre,2018-01-01,2877,480.3,3357.3,26,18.563,25
porto alegre,2018-02-01,7404.47,1281.33,8685.8,58,63.513,53
porto alegre,2018-03-01,6567.03,1050.62,7617.65,41,69.3,41
porto alegre,2018-04-01,7972.55,1237.11,9209.66,49,75.125,43
porto alegre,2018-05-01,7929.64,1165.65,9095.29,56,48.411,46
porto alegre,2018-06-01,4518.15,873.97,5392.12,41,38.398,40
porto alegre,2018-07-01,6791.65,966.24,7757.89,41,48.262,36
porto belo,2018-05-01,1146,255.69,1401.69,11,1.459,6
porto belo,2018-07-01,223.7,95.9,319.6,5,0.861,3
porto ferreira,2016-09-01,159.79,54.89,214.68,3,3.1,3
porto ferreira,2017-01-01,34.99,36.75,71.74,1,8.8,1
porto ferreira,2017-02-01,642.52,315.6,958.12,12,152.95,8
porto ferreira,2017-03-01,157.8,31.43,189.23,2,6.321,2
porto ferreira,2017-04-01,1179.96,417.81,1597.77,14,129.05,12
porto ferreira,2017-05-01,561.79,164.97,726.76,8,45.825,7
porto ferreira,2017-06-01,554.27,157.27,711.54,10,92.926,8
porto ferreira,2017-07-01,827.8,398.3,1226.1,12,89.386,8
porto ferreira,2017-08-01,917.79,451.8,1369.59,11,64.08,10
porto ferreira,2017-09-01,425.6,139.79,565.39,6,30.45,6
porto ferreira,2017-10-01,850.33,213.17,1063.5,14,101.05,9
porto ferreira,2017-11-01,350.79,114.49,465.28,5,25.6,4
porto ferreira,2017-12-01,917.1,401.29,1318.39,13,60.8,11
porto ferreira,2018-01-01,798.5,286.26,1084.76,13,75.1,11
porto ferreira,2018-02-01,1503.3,739.04,2242.34,28,144.5,17
porto ferreira,2018-03-01,1090.8,368.08,1458.88,14,93.433,10
porto ferreira,2018-04-01,887.46,329.48,1216.94,21,82.85,13
porto ferreira,2018-05-01,925.49,550.94,1476.43,18,159.9,10
porto ferreira,2018-06-01,934.6,442.01,1376.61,13,69.35,13
porto ferreira,2018-07-01,553.5,181.02,734.52,8,23.5,5
porto seguro,2017-09-01,442.7,133.25,575.95,5,0.6,4
porto seguro,2017-12-01,89,34.42,123.42,1,0.15,1
porto seguro,2018-01-01,89,17.06,106.06,1,0.1,1
porto seguro,2018-02-01,475,189.18,664.18,5,0.7,5
porto seguro,2018-03-01,98,16.9,114.9,1,0.15,1
porto seguro,2018-04-01,127,63.43,190.43,2,0.2,2
porto velho,2017-03-01,279.99,75.12,355.11,1,17.3,1
porto velho,2017-04-01,2399.98,83.86,2483.84,2,5.4,2
porto velho,2017-06-01,149.99,43.08,193.07,1,0.95,1
porto velho,2017-07-01,749.98,71.85,821.83,2,2.817,2
portoferreira,2017-10-01,227,101.41,328.41,3,30.6,2
portoferreira,2017-11-01,109,16.39,125.39,1,3,1
pouso alegre,2018-01-01,49.9,12.48,62.38,1,0.75,1
pradopolis,2017-09-01,1711.89,66.16,1778.05,4,1.616,4
pradopolis,2017-10-01,10244.47,824.88,11069.35,47,20.12,45
pradopolis,2017-11-01,10053.89,553.85,10607.74,33,15.429,33
pradopolis,2017-12-01,6267.92,372.43,6640.35,22,16.191,22
pradopolis,2018-01-01,9284.52,460.04,9744.56,25,14.512,24
pradopolis,2018-02-01,3013.99,150.65,3164.64,8,2.785,8
pradopolis,2018-03-01,1726.93,104.36,1831.29,7,2.345,7
pradopolis,2018-04-01,1396.88,76,1472.88,4,1.188,4
pradopolis,2018-05-01,1177.96,93.02,1270.98,4,1.576,4
pradopolis,2018-06-01,2355.55,178.09,2533.64,7,2.615,7
pradopolis,2018-07-01,694.68,85.51,780.19,4,1.413,4
prados,2017-12-01,210,175.42,385.42,2,60,1
praia grande,2017-01-01,1097,124.66,1221.66,7,16.55,7
praia grande,2017-02-01,1449,180.05,1629.05,14,32.548,13
praia grande,2017-03-01,1809.8,353.76,2163.56,17,31.548,15
praia grande,2017-04-01,3453.58,687.11,4140.69,44,52.327,41
praia grande,2017-05-01,6243.86,1246.26,7490.12,83,112.325,77
praia grande,2017-06-01,3975.99,672.46,4648.45,49,24.611,47
praia grande,2017-07-01,4787.64,1082.03,5869.67,65,75.5,63
praia grande,2017-08-01,2385.42,437.78,2823.2,34,28.243,32
praia grande,2017-09-01,3466.94,599.55,4066.49,44,25.911,38
praia grande,2017-10-01,3088.68,571.06,3659.74,43,54.621,40
praia grande,2017-11-01,3667.91,760.72,4428.63,56,54.33,55
praia grande,2017-12-01,5472.84,1197.95,6670.79,81,46.677,73
praia grande,2018-01-01,5997.79,1312.99,7310.78,98,56.359,86
praia grande,2018-02-01,6509.22,1621.98,8131.2,105,96.689,94
praia grande,2018-03-01,7672.47,1714.33,9386.8,107,121.984,106
praia grande,2018-04-01,6788.16,1778.05,8566.21,119,115.424,108
praia grande,2018-05-01,5593.63,1687.43,7281.06,105,60.586,102
praia grande,2018-06-01,7929.85,2231.37,10161.22,141,126.885,130
praia grande,2018-07-01,5984.85,2031.6,8016.45,121,97.946,108
presidente bernardes,2016-12-01,139.98,29.1,169.08,2,1.211,2
presidente bernardes,2017-01-01,349.95,72.8,422.75,5,3.458,5
presidente epitacio,2017-11-01,137,27.29,164.29,2,0.65,2
presidente epitacio,2017-12-01,220.5,24.54,245.04,2,1.525,2
presidente epitacio,2018-01-01,220.5,51.78,272.28,2,1.525,2
presidente epitacio,2018-02-01,93.5,12.15,105.65,1,0.125,1
presidente getulio,2017-05-01,202.89,16.17,219.06,1,0.509,1
presidente prudente,2017-01-01,250,16.96,266.96,1,0.75,1
presidente prudente,2017-02-01,250,16.96,266.96,1,0.75,1
presidente prudente,2017-04-01,69.9,12.83,82.73,1,1.2,1
presidente prudente,2017-06-01,492.3,130.47,622.77,7,14.225,7
presidente prudente,2017-07-01,1358.9,430.1,1789,21,39.725,19
presidente prudente,2017-08-01,1455.4,340.5,1795.9,16,26.593,16
presidente prudente,2017-09-01,705.9,231.04,936.94,13,22.65,11
presidente prudente,2017-10-01,2317.8,730.45,3048.25,38,61.525,34
presidente prudente,2017-11-01,2827.12,374.3,3201.42,18,26.362,17
presidente prudente,2017-12-01,1998.44,511.65,2510.09,27,50.658,26
presidente prudente,2018-01-01,2156.38,520.04,2676.42,29,49,25
presidente prudente,2018-02-01,2148.9,671.97,2820.87,30,38.26,29
presidente prudente,2018-03-01,7467.44,723.32,8190.76,30,42.307,27
presidente prudente,2018-04-01,7129.4,984.62,8114.02,48,58.153,43
presidente prudente,2018-05-01,3756.55,518.98,4275.53,26,29.004,23
presidente prudente,2018-06-01,2867.58,576.03,3443.61,25,47.06,24
presidente prudente,2018-07-01,7342.38,1556.51,8898.89,93,73.633,85
queimados,2017-11-01,995.98,61.21,1057.19,4,1.11,4
queimados,2017-12-01,274.98,32.95,307.93,2,0.785,2
queimados,2018-01-01,1459.97,55.16,1515.13,3,0.96,3
queimados,2018-02-01,450.99,90.22,541.21,3,1.5,3
queimados,2018-03-01,661.97,70.25,732.22,4,2.067,4
queimados,2018-04-01,1255.92,150.66,1406.58,8,4.285,7
queimados,2018-05-01,3215.8,393.87,3609.67,20,10.045,20
queimados,2018-06-01,1792.88,223.34,2016.22,12,5.975,12
queimados,2018-07-01,2224.9,228.36,2453.26,10,4.415,10
recife,2016-12-01,1999,24,2023,1,7.3,1
recife,2017-02-01,1199,40.94,1239.94,1,5.9,1
recife,2017-08-01,599,66.59,665.59,1,15.5,1
recife,2017-10-01,1547,171.45,1718.45,3,16,3
recife,2017-12-01,3807,689.49,4496.49,36,14.628,32
recife,2018-01-01,12238.1,1879.62,14117.72,75,40.65,68
recife,2018-02-01,8184.7,1557.8,9742.5,59,29.263,49
recife,2018-03-01,9566.2,1390.5,10956.7,43,27.537,42
recife,2018-04-01,12524.5,1685.45,14209.95,79,48.761,68
recife,2018-05-01,11837.2,1267.11,13104.31,41,35.26,38
recife,2018-06-01,11703.4,1170.41,12873.81,37,30.929,35
recife,2018-07-01,10170.9,906.07,11076.97,25,29.14,23
registro,2016-09-01,311,27.68,338.68,1,7.5,1
registro,2016-12-01,189,18,207,1,3.573,1
registro,2017-01-01,827.07,66.25,893.32,3,21.075,3
registro,2017-02-01,79.6,34.79,114.39,2,3.68,2
registro,2017-03-01,157.8,14.87,172.67,1,2.075,1
registro,2017-04-01,290,71.04,361.04,4,9.8,1
registro,2017-05-01,484.7,57.82,542.52,3,6.875,3
registro,2017-06-01,22.62,12.69,35.31,1,0.9,1
registro,2017-07-01,385.1,56.69,441.79,3,7.1,2
registro,2017-11-01,76.9,13.56,90.46,1,2.45,1
registro,2017-12-01,1740.5,99.5,1840,5,10.458,4
registro,2018-01-01,1798.7,149.35,1948.05,8,5.744,8
registro,2018-02-01,649.9,115.92,765.82,4,3.725,4
registro,2018-03-01,1319.55,108.82,1428.37,7,4.9,7
registro,2018-04-01,2141.9,170.83,2312.73,9,7.517,9
registro,2018-05-01,2080.7,163.84,2244.54,8,7.641,7
registro,2018-06-01,1668,117.3,1785.3,5,2.05,5
registro,2018-07-01,2563.8,244.24,2808.04,10,8.595,10
resende,2018-05-01,19.99,22.06,42.05,1,0.15,1
ribeirao das neves,2016-12-01,365.87,85.7,451.57,6,3.85,5
ribeirao das neves,2017-01-01,2133.47,483.84,2617.31,21,77.972,16
ribeirao das neves,2017-02-01,1756.16,419.78,2175.94,16,38.041,16
ribeirao das neves,2017-04-01,630.96,209.92,840.88,4,31.805,4
ribeirao das neves,2017-07-01,70.5,47.37,117.87,3,0.6,1
ribeirao pires,2017-04-01,79.99,7.81,87.8,1,0.187,1
ribeirao pires,2017-05-01,35.89,18.06,53.95,2,2,2
ribeirao pires,2017-06-01,231.95,67.51,299.46,5,2.9,4
ribeirao pires,2017-07-01,229.98,37.29,267.27,2,2.65,1
ribeirao pires,2017-08-01,147.96,50.9,198.86,4,2.4,4
ribeirao pires,2017-09-01,1089.92,147.12,1237.04,8,7.7,6
ribeirao pires,2017-10-01,975.91,155.26,1131.17,9,8.1,6
ribeirao pires,2017-11-01,856.66,106.83,963.49,7,6.55,6
ribeirao pires,2017-12-01,1407.58,227.58,1635.16,15,9.475,13
ribeirao pires,2018-01-01,1765.74,238.69,2004.43,18,8.634,11
ribeirao pires,2018-02-01,1025.06,198.91,1223.97,13,7.418,11
ribeirao pires,2018-03-01,1462.77,287.5,1750.27,19,8.484,16
ribeirao pires,2018-04-01,3197.95,593.66,3791.61,41,40.302,26
ribeirao pires,2018-05-01,2367.82,551.76,2919.58,31,34.748,25
ribeirao pires,2018-06-01,1331.11,485.83,1816.94,28,12.1,26
ribeirao pires,2018-07-01,1060.27,366.93,1427.2,28,10.945,22
ribeirao preto,2016-09-01,1530.36,316.79,1847.15,20,13.228,17
ribeirao preto,2016-12-01,944.95,201.08,1146.03,15,11.689,15
ribeirao preto,2017-01-01,3491.07,641.07,4132.14,40,44.188,37
ribeirao preto,2017-02-01,3515.59,431.86,3947.45,26,21.465,26
ribeirao preto,2017-03-01,6339.01,749.39,7088.4,49,45.758,42
ribeirao preto,2017-04-01,7641.84,1260.52,8902.36,74,96.926,59
ribeirao preto,2017-05-01,4858.52,904.03,5762.55,54,44.916,48
ribeirao preto,2017-06-01,8829.79,1586.91,10416.7,93,77.419,86
ribeirao preto,2017-07-01,9540.16,1497.48,11037.64,92,112.009,83
ribeirao preto,2017-08-01,10519.17,1854.91,12374.08,84,159.582,73
